seed,benchmark_label,target_mode,method,comparison_group,diagnostic_notes,schedule,refined_schedule,refinement_candidate_schedule,schedule_repair,refined_schedule_source,objective,nominal_error,worst_error,robust_degradation,active_fraction,refinement_candidate_active_fraction,refined_active_fraction,smoothness,solver_true_evaluations,shared_qubo_training_evaluations,total_true_evaluations_including_training,true_evaluations,runtime_seconds,refinement_mode,refinement_success,refined_nominal_error,refined_worst_error,refined_selected_worst_error,refined_all_mask_worst_error,refinement_nfev,refinement_runtime_seconds,refined_nominal_fuel,refined_recovery_fuel_mean,refined_recovery_fuel_max,best_initial_guess,selected_outage_indices,selected_outage_errors,all_outage_errors,recovery_indices,refined_controls,refined_recovery_controls
23,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,true_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5441227000010258,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.218251000002056,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
23,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,20,32,52,52,0.2441958000017621,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,15.663217900000745,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
23,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,00001111,11111111,00001111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.5,1.0,0.14285714285714285,20,32,52,52,0.23261319999801344,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,15.861609799998405,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
23,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,11111111,11111111,11111111,identity,original solver candidate schedule,0.9021344041111622,0.4119880771894354,0.4548141209827974,0.04282604379336197,1.0,1.0,1.0,0.0,30,0,30,30,16.553559899999527,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.553559899999527,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,random,method_comparison,,00000001,11111111,00000001,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.6950237338114379,0.34041258051829903,0.3758027049027983,0.03539012438449929,0.125,0.125,1.0,0.14285714285714285,52,0,52,52,0.5504546999982267,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.605989700001373,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,cross_entropy,method_comparison,,00000011,11111111,00000011,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.639125694971995,0.304075103404646,0.34041258051829903,0.03633747711365304,0.25,0.25,1.0,0.14285714285714285,56,0,56,56,0.5876471000010497,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.37680940000064,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,genetic,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5604348000015307,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.00875040000028,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,true_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5539501999992353,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,15.812597299998743,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,20,32,52,52,0.21788470000319649,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.021868700001505,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,00001111,11111111,00001111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.5,1.0,0.14285714285714285,20,32,52,52,0.22740130000238423,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.40367630000037,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
37,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,11111111,11111111,11111111,identity,original solver candidate schedule,0.9021344041111622,0.4119880771894354,0.4548141209827974,0.04282604379336197,1.0,1.0,1.0,0.0,30,0,30,30,16.108184199998504,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.108184199998504,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,random,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5340421000000788,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.023321799999394,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,cross_entropy,method_comparison,,00001111,11111111,00001111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.5,1.0,0.14285714285714285,56,0,56,56,0.5358166999976675,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,16.885137199999008,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,genetic,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5099339999978838,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,15.873383500002092,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,true_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,52,0,52,52,0.5001374999992549,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,15.898580799999763,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift_repair,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,00000111,11111111,00000111,prefix_to_last_active,"heuristic dense-availability envelope: set every window through the last active solver window to available, preserving later zeros",0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.375,1.0,0.14285714285714285,20,32,52,52,0.21355610000318848,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,17.13779120000254,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
